mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	0.25	0	0	6/8	3	1	1/16		1/16	1		-3	39	Eb2	2	10
1	1	0	0	0.25	0	0	6/8	3	1	1/16		1/16	1		-2	46	Bb2	2	10
1	1	0	0	0.25	0	0	6/8	2	1	1/16		1/16	1		1	55	G3	3	0
1	1	1/4	1/4	0.25	1/16	1/16	6/8	3	1	1/16		1/16	1		-3	51	Eb3	3	11
1	1	1/4	1/4	0.25	1/16	1/16	6/8	2	1	1/16		1/16	1		-2	58	Bb3	3	1
1	1	1/2	1/2	0.25	1/8	1/8	6/8	3	1	1/16		1/16	1		1	55	G3	3	12
1	1	1/2	1/2	0.25	1/8	1/8	6/8	2	1	1/16		1/16	1		-3	63	Eb4	4	2
1	1	3/4	3/4	0.25	3/16	3/16	6/8	3	1	1/16		1/16	1		-2	58	Bb3	3	13
1	1	3/4	3/4	0.25	3/16	3/16	6/8	2	1	1/16		1/16	1		1	67	G4	4	3
1	1	1	1	0.5	1/4	1/4	6/8	3	1	1/8		1/8	1		-3	63	Eb4	4	14
1	1	1	1	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-2	70	Bb4	4	4
1	1	3/2	3/2	0.25	3/8	3/8	6/8	3	1	1/16		1/16	1		-3	63	Eb4	4	15
1	1	3/2	3/2	0.25	3/8	3/8	6/8	2	1	1/16		1/16	1		-2	70	Bb4	4	5
1	1	7/4	7/4	0.25	7/16	7/16	6/8	3	1	1/16		1/16	1		-2	58	Bb3	3	16
1	1	7/4	7/4	0.25	7/16	7/16	6/8	2	1	1/16		1/16	1		1	67	G4	4	6
1	1	2	2	0.25	1/2	1/2	6/8	3	1	1/16		1/16	1		1	55	G3	3	17
1	1	2	2	0.25	1/2	1/2	6/8	2	1	1/16		1/16	1		-3	63	Eb4	4	7
1	1	9/4	9/4	0.25	9/16	9/16	6/8	3	1	1/16		1/16	1		-3	51	Eb3	3	18
1	1	9/4	9/4	0.25	9/16	9/16	6/8	2	1	1/16		1/16	1		-2	58	Bb3	3	8
1	1	5/2	5/2	0.5	5/8	5/8	6/8	3	1	1/8		1/8	1		-2	46	Bb2	2	19
1	1	5/2	5/2	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		1	55	G3	3	9
2	2	3	3	0.25	0	0	6/8	3	1	1/16		1/16	1		1	43	G2	2	30
2	2	3	3	0.25	0	0	6/8	3	1	1/16		1/16	1		-3	51	Eb3	3	30
2	2	3	3	0.25	0	0	6/8	2	1	1/16		1/16	1		-2	58	Bb3	3	20
2	2	13/4	13/4	0.25	1/16	1/16	6/8	3	1	1/16		1/16	1		1	55	G3	3	31
2	2	13/4	13/4	0.25	1/16	1/16	6/8	2	1	1/16		1/16	1		-3	63	Eb4	4	21
2	2	7/2	7/2	0.25	1/8	1/8	6/8	3	1	1/16		1/16	1		-2	58	Bb3	3	32
2	2	7/2	7/2	0.25	1/8	1/8	6/8	2	1	1/16		1/16	1		1	67	G4	4	22
2	2	15/4	15/4	0.25	3/16	3/16	6/8	3	1	1/16		1/16	1		-3	63	Eb4	4	33
2	2	15/4	15/4	0.25	3/16	3/16	6/8	2	1	1/16		1/16	1		-2	70	Bb4	4	23
2	2	4	4	0.5	1/4	1/4	6/8	3	1	1/8		1/8	1		1	67	G4	4	34
2	2	4	4	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-3	75	Eb5	5	24
2	2	9/2	9/2	0.25	3/8	3/8	6/8	3	1	1/16		1/16	1		1	67	G4	4	35
2	2	9/2	9/2	0.25	3/8	3/8	6/8	2	1	1/16		1/16	1		-3	75	Eb5	5	25
2	2	19/4	19/4	0.25	7/16	7/16	6/8	3	1	1/16		1/16	1		-3	63	Eb4	4	36
2	2	19/4	19/4	0.25	7/16	7/16	6/8	2	1	1/16		1/16	1		-2	70	Bb4	4	26
2	2	5	5	0.25	1/2	1/2	6/8	3	1	1/16		1/16	1		-2	58	Bb3	3	37
2	2	5	5	0.25	1/2	1/2	6/8	2	1	1/16		1/16	1		1	67	G4	4	27
2	2	21/4	21/4	0.25	9/16	9/16	6/8	3	1	1/16		1/16	1		1	55	G3	3	38
2	2	21/4	21/4	0.25	9/16	9/16	6/8	2	1	1/16		1/16	1		-3	63	Eb4	4	28
2	2	11/2	11/2	0.5	5/8	5/8	6/8	3	1	1/8		1/8	1		-3	51	Eb3	3	39
2	2	11/2	11/2	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-2	58	Bb3	3	29
3	3	6	6	0.25	0	0	6/8	3	1	1/16		1/16	1		-2	46	Bb2	2	48
3	3	6	6	0.25	0	0	6/8	3	1	1/16		1/16	1		1	55	G3	3	48
3	3	6	6	0.25	0	0	6/8	2	1	1/16		1/16	1		-3	63	Eb4	4	40
3	3	25/4	25/4	0.25	1/16	1/16	6/8	3	1	1/16		1/16	1		-2	58	Bb3	3	49
3	3	25/4	25/4	0.25	1/16	1/16	6/8	2	1	1/16		1/16	1		1	67	G4	4	41
3	3	13/2	13/2	0.25	1/8	1/8	6/8	3	1	1/16		1/16	1		-3	63	Eb4	4	50
3	3	13/2	13/2	0.25	1/8	1/8	6/8	2	1	1/16		1/16	1		-2	70	Bb4	4	42
3	3	27/4	27/4	0.25	3/16	3/16	6/8	3	1	1/16		1/16	1		1	67	G4	4	51
3	3	27/4	27/4	0.25	3/16	3/16	6/8	2	1	1/16		1/16	1		-3	75	Eb5	5	43
3	3	7	7	0.5	1/4	1/4	6/8	3	1	1/8		1/8	1		-2	70	Bb4	4	52
3	3	7	7	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		1	79	G5	5	44
3	3	15/2	15/2	0.75	3/8	3/8	6/8	3	1	3/16		1/8	3/2		1	67	G4	4	53
3	3	15/2	15/2	0.75	3/8	3/8	6/8	3	1	3/16		1/8	3/2		-2	70	Bb4	4	53
3	3	15/2	15/2	0.75	3/8	3/8	6/8	2	1	3/16		1/8	3/2		1	79	G5	5	45
3	3	15/2	15/2	0.75	3/8	3/8	6/8	2	1	3/16		1/8	3/2		-2	82	Bb5	5	45
3	3	33/4	33/4	0.25	9/16	9/16	6/8	3	1	1/16		1/16	1		-3	63	Eb4	4	54
3	3	33/4	33/4	0.25	9/16	9/16	6/8	3	1	1/16		1/16	1		1	67	G4	4	54
3	3	33/4	33/4	0.25	9/16	9/16	6/8	2	1	1/16		1/16	1		-3	75	Eb5	5	46
3	3	33/4	33/4	0.25	9/16	9/16	6/8	2	1	1/16		1/16	1		1	79	G5	5	46
3	3	17/2	17/2	0.5	5/8	5/8	6/8	3	1	1/8		1/8	1		-2	58	Bb3	3	55
3	3	17/2	17/2	0.5	5/8	5/8	6/8	3	1	1/8		1/8	1		-3	63	Eb4	4	55
3	3	17/2	17/2	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-2	70	Bb4	4	47
3	3	17/2	17/2	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-3	75	Eb5	5	47
4	4	9	9	0.5	0	0	6/8	3	1	1/8		1/8	1		1	55	G3	3	60
4	4	9	9	0.5	0	0	6/8	3	1	1/8		1/8	1		-2	58	Bb3	3	60
4	4	9	9	0.5	0	0	6/8	2	1	1/8		1/8	1		1	67	G4	4	56
4	4	9	9	0.5	0	0	6/8	2	1	1/8		1/8	1		-2	70	Bb4	4	56
4	4	19/2	19/2	0.5	1/8	1/8	6/8	3	1	1/8		1/8	1		-3	51	Eb3	3	61
4	4	19/2	19/2	0.5	1/8	1/8	6/8	3	1	1/8		1/8	1		1	55	G3	3	61
4	4	19/2	19/2	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-3	63	Eb4	4	57
4	4	19/2	19/2	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		1	67	G4	4	57
4	4	10	10	0.5	1/4	1/4	6/8	3	1	1/8		1/8	1		-2	46	Bb2	2	62
4	4	10	10	0.5	1/4	1/4	6/8	3	1	1/8		1/8	1		-3	51	Eb3	3	62
4	4	10	10	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-2	58	Bb3	3	58
4	4	10	10	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-3	63	Eb4	4	58
4	4	21/2	21/2	1.5	3/8	3/8	6/8	3	1	3/8		1/4	3/2		-2	34	Bb1	1	63
4	4	21/2	21/2	1.5	3/8	3/8	6/8	3	1	3/8		1/4	3/2		-2	46	Bb2	2	63
4	4	21/2	21/2	1.5	3/8	3/8	6/8	2	1	3/8		1/4	3/2		-4	56	Ab3	3	59
4	4	21/2	21/2	1.5	3/8	3/8	6/8	2	1	3/8		1/4	3/2		2	62	D4	4	59
4	4	21/2	21/2	1.5	3/8	3/8	6/8	2	1	3/8		1/4	3/2		-1	65	F4	4	59
4	4	21/2	21/2	1.5	3/8	3/8	6/8	2	1	3/8		1/4	3/2		-2	70	Bb4	4	59
5	5	12	12	0.25	0	0	6/8	3	1	1/16		1/16	1		-3	39	Eb2	2	77
5	5	12	12	0.25	0	0	6/8	3	1	1/16		1/16	1		-2	46	Bb2	2	77
5	5	12	12	0.25	0	0	6/8	2	1	1/16		1/16	1		1	55	G3	3	67
5	5	49/4	49/4	0.25	1/16	1/16	6/8	3	1	1/16		1/16	1		-3	51	Eb3	3	78
5	5	49/4	49/4	0.25	1/16	1/16	6/8	2	1	1/16		1/16	1		-2	58	Bb3	3	68
5	5	25/2	25/2	0.25	1/8	1/8	6/8	3	1	1/16		1/16	1		1	55	G3	3	79
5	5	25/2	25/2	0.25	1/8	1/8	6/8	2	1	1/16		1/16	1		-3	63	Eb4	4	69
5	5	51/4	51/4	0.25	3/16	3/16	6/8	3	1	1/16		1/16	1		-2	58	Bb3	3	80
5	5	51/4	51/4	0.25	3/16	3/16	6/8	2	1	1/16		1/16	1		1	67	G4	4	70
5	5	13	13	0.5	1/4	1/4	6/8	3	1	1/8		1/8	1		-3	63	Eb4	4	81
5	5	13	13	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		1	67	G4	4	64
5	5	13	13	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-2	70	Bb4	4	71
5	5	27/2	27/2	0.25	3/8	3/8	6/8	3	1	1/16		1/16	1		-3	63	Eb4	4	82
5	5	27/2	27/2	0.25	3/8	3/8	6/8	2	1	1/16		1/16	1		-2	70	Bb4	4	72
5	5	27/2	27/2	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		-2	70	Bb4	4	65
5	5	55/4	55/4	0.25	7/16	7/16	6/8	3	1	1/16		1/16	1		-2	58	Bb3	3	83
5	5	55/4	55/4	0.25	7/16	7/16	6/8	2	1	1/16		1/16	1		1	67	G4	4	73
5	5	14	14	0.25	1/2	1/2	6/8	3	1	1/16		1/16	1		1	55	G3	3	84
5	5	14	14	0.25	1/2	1/2	6/8	2	1	1/16		1/16	1		-3	63	Eb4	4	74
5	5	57/4	57/4	0.25	9/16	9/16	6/8	3	1	1/16		1/16	1		-3	51	Eb3	3	85
5	5	57/4	57/4	0.25	9/16	9/16	6/8	2	1	1/16		1/16	1		-2	58	Bb3	3	75
5	5	29/2	29/2	0.5	5/8	5/8	6/8	3	1	1/8		1/8	1		-2	46	Bb2	2	86
5	5	29/2	29/2	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		1	55	G3	3	76
5	5	29/2	29/2	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-2	70	Bb4	4	66
6	6	15	15	0.25	0	0	6/8	3	1	1/16		1/16	1		1	43	G2	2	100
6	6	15	15	0.25	0	0	6/8	3	1	1/16		1/16	1		-3	51	Eb3	3	100
6	6	15	15	0.25	0	0	6/8	2	1	1/16		1/16	1		-2	58	Bb3	3	90
6	6	15	15	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-3	75	Eb5	5	87
6	6	61/4	61/4	0.25	1/16	1/16	6/8	3	1	1/16		1/16	1		1	55	G3	3	101
6	6	61/4	61/4	0.25	1/16	1/16	6/8	2	1	1/16		1/16	1		-3	63	Eb4	4	91
6	6	31/2	31/2	0.25	1/8	1/8	6/8	3	1	1/16		1/16	1		-2	58	Bb3	3	102
6	6	31/2	31/2	0.25	1/8	1/8	6/8	2	1	1/16		1/16	1		1	67	G4	4	92
6	6	63/4	63/4	0.25	3/16	3/16	6/8	3	1	1/16		1/16	1		-3	63	Eb4	4	103
6	6	63/4	63/4	0.25	3/16	3/16	6/8	2	1	1/16		1/16	1		-2	70	Bb4	4	93
6	6	16	16	0.5	1/4	1/4	6/8	3	1	1/8		1/8	1		1	67	G4	4	104
6	6	16	16	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-3	75	Eb5	5	94
6	6	33/2	33/2	0.25	3/8	3/8	6/8	3	1	1/16		1/16	1		1	67	G4	4	105
6	6	33/2	33/2	0.25	3/8	3/8	6/8	2	1	1/16		1/16	1		-3	75	Eb5	5	95
6	6	33/2	33/2	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-3	75	Eb5	5	88
6	6	67/4	67/4	0.25	7/16	7/16	6/8	3	1	1/16		1/16	1		-3	63	Eb4	4	106
6	6	67/4	67/4	0.25	7/16	7/16	6/8	2	1	1/16		1/16	1		-2	70	Bb4	4	96
6	6	17	17	0.25	1/2	1/2	6/8	3	1	1/16		1/16	1		-2	58	Bb3	3	107
6	6	17	17	0.25	1/2	1/2	6/8	2	1	1/16		1/16	1		1	67	G4	4	97
6	6	69/4	69/4	0.25	9/16	9/16	6/8	3	1	1/16		1/16	1		1	55	G3	3	108
6	6	69/4	69/4	0.25	9/16	9/16	6/8	2	1	1/16		1/16	1		-3	63	Eb4	4	98
6	6	35/2	35/2	0.5	5/8	5/8	6/8	3	1	1/8		1/8	1		-3	51	Eb3	3	109
6	6	35/2	35/2	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-2	58	Bb3	3	99
6	6	35/2	35/2	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-2	70	Bb4	4	89
7	7	18	18	0.25	0	0	6/8	3	1	1/16		1/16	1		-2	46	Bb2	2	123
7	7	18	18	0.25	0	0	6/8	3	1	1/16		1/16	1		1	55	G3	3	123
7	7	18	18	0.25	0	0	6/8	2	1	1/16		1/16	1		-3	63	Eb4	4	113
7	7	18	18	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	1	79	G5	5	110
7	7	73/4	73/4	0.25	1/16	1/16	6/8	3	1	1/16		1/16	1		-2	58	Bb3	3	124
7	7	73/4	73/4	0.25	1/16	1/16	6/8	2	1	1/16		1/16	1		1	67	G4	4	114
7	7	37/2	37/2	0.25	1/8	1/8	6/8	3	1	1/16		1/16	1		-3	63	Eb4	4	125
7	7	37/2	37/2	0.25	1/8	1/8	6/8	2	1	1/16		1/16	1		-2	70	Bb4	4	115
7	7	75/4	75/4	0.25	3/16	3/16	6/8	3	1	1/16		1/16	1		1	67	G4	4	126
7	7	75/4	75/4	0.25	3/16	3/16	6/8	2	1	1/16		1/16	1		-3	75	Eb5	5	116
7	7	19	19	0.5	1/4	1/4	6/8	3	1	1/8		1/8	1		-2	70	Bb4	4	127
